Id,Area,Address,Studio,Zone,Inside_M30,Rent,Bedrooms,Sq. Mt.,Floor,Outer,Elevator,Penthouse,Cottage,Duplex,Semi-detached,Region
535,Moncloa,Piso en ArgŸelles,0,ArgŸelles,1,1800,2,120,4,1,1,0,0,0,0,West
536,Moncloa,Piso en calle fernando vizca’no casas,0,Aravaca,0,3500,5,250,1,1,0,0,0,0,0,West
537,Moncloa,Piso en ARRIAZA,0,ArgŸelles,1,950,2,75,6,0,1,0,0,0,0,West
538,Moncloa,Chalet adosado en Valdezarza,0,Valdezarza,0,3500,6,425,,1,0,0,1,0,1,West
539,Moncloa,Piso en Princesa,0,ArgŸelles,1,1000,1,73,14,1,1,0,0,0,0,West
540,Moncloa,Piso en avenida Juan Andr_s,0,Valdezarza,0,660,1,48,4,1,1,0,0,0,0,West
541,Moncloa,Piso en calle de Estanislao Figueras,0,ArgŸelles,1,1450,1,65,1,1,1,0,0,0,0,West
542,Moncloa,Piso en calle San Gerardo,0,Valdezarza,0,800,2,90,1,1,1,0,0,0,0,West
543,Moncloa,Piso en calle Mart’n de los Heros,0,ArgŸelles,1,2995,2,95,1,1,1,0,0,0,0,West
544,Moncloa,Piso en calle Federico Carlos Sa’nz de Robles,0,Valdezarza,0,1000,2,85,1,1,1,0,0,0,0,West
545,Moncloa,Piso en Aravaca,0,Aravaca,0,3500,5,250,1,1,1,0,0,0,0,West
546,Moncloa,Piso en ArgŸelles,0,ArgŸelles,1,850,1,60,,1,1,0,0,0,0,West
547,Moncloa,Piso en calle de Mart’n de los Heros,0,ArgŸelles,1,1800,4,80,2,0,1,0,0,0,0,West
548,Moncloa,Piso en Valdezarza,0,Valdezarza,0,1270,3,120,3,1,1,0,0,0,0,West
549,Moncloa,Piso en calle Ilustraci—n,0,ArgŸelles,1,1100,2,70,2,1,1,0,0,0,0,West
550,Moncloa,Dœplex en avenida de Valdemar’n,0,Valdemar’n,0,3500,3,280,2,1,1,0,0,1,0,West
551,Moncloa,Piso en calle Princesa,0,ArgŸelles,1,1350,1,56,17,0,1,0,0,0,0,West
552,Moncloa,Piso en plaza Alcira,0,Valdezarza,0,1500,4,95,3,1,0,0,0,0,0,West
553,Moncloa,Estudio en calle Dar’o Aparicio,1,Valdemar’n,0,900,0,45,2,1,1,0,0,0,0,West
554,Moncloa,Piso en calle Luisa Fernanda,0,ArgŸelles,0,1400,1,50,0,0,0,0,0,0,0,West
555,Moncloa,Piso en calle de Ofelia Nieto,0,Valdezarza,0,2850,3,110,6,1,1,0,0,0,0,West
556,Moncloa,Piso en avenida de la Reina Victoria,0,Ciudad Universitaria,0,2600,4,200,2,1,1,0,0,0,0,West
557,Moratalaz,Piso en calle de la Ca–ada,0,Vinateros,0,725,3,75,1,1,0,0,0,0,0,South
558,Moratalaz,Piso en calle Ca–ada,0,Vinateros,0,725,3,75,1,1,0,0,0,0,0,South
559,Moratalaz,Piso en plaza Corregidor Sancho de C—rdoba,0,Media Legua,0,1150,4,135,2,1,1,0,0,0,0,South
560,Moratalaz,Piso en Marroquina,0,Marroquina,0,900,3,85,4,1,1,0,0,0,0,South
561,Moratalaz,Piso en avenida del Doctor Garc’a Tapia,0,Horcajo,0,1400,4,120,4,1,1,0,0,0,0,South
562,Moratalaz,Piso en avenida del Doctor Garc’a Tapia,0,Horcajo,0,1400,4,150,3,1,1,0,0,0,0,South
563,Moratalaz,Piso en calle del Arroyo de la Media Legua,0,Media Legua,0,720,3,60,0,1,1,0,0,0,0,South
564,Moratalaz,Piso en calle Lituania,0,Media Legua,0,1600,4,143,11,1,1,0,0,0,0,South
565,Moratalaz,Piso en calle Luis de Hoyos Sainz,0,Vinateros,0,850,2,85,6,1,1,0,0,0,0,South
566,Moratalaz,Piso en Pavones,0,Pavones,0,800,3,58,3,1,0,0,0,0,0,South
567,Moratalaz,Piso en Fontarr—n,0,Fontarr—n,0,650,3,69,3,1,0,0,0,0,0,South
568,Moratalaz,Piso en calle entre arroyos,0,Media Legua,0,640,3,54,,1,0,0,0,0,0,South
569,Moratalaz,Piso en calle de Arroyo de Fontarr—n,0,Pavones,0,800,3,56,3,1,0,0,0,0,0,South
570,Moratalaz,Piso en Media Legua,0,Media Legua,0,1100,4,140,3,1,1,0,0,0,0,South
571,Moratalaz,Piso en calle Pico de los Artilleros,0,Fontarr—n,0,620,3,65,4,1,0,0,0,0,0,South
572,Moratalaz,Piso en calle de Arroyo de Fontarr—n,0,Fontarr—n,0,650,3,69,3,1,0,0,0,0,0,South
573,Puente Vallecas,Piso en calle Juan Portas,0,Palomeras Bajas,0,500,2,53,2,1,0,0,0,0,0,South
574,Puente Vallecas,Piso en calle de El Yesero,0,Palomeras sureste,0,750,1,80,6,1,1,0,0,0,0,South
575,Puente Vallecas,Piso en calle de El Yesero,0,Palomeras sureste,0,750,2,100,1,1,1,0,0,0,0,South
576,Puente Vallecas,Piso en calle de manuel laguna,0,San Diego,0,550,2,60,3,1,0,0,0,0,0,South
577,Puente Vallecas,Piso en avenida de pe–a prieta,0,Numancia,0,650,2,55,1,1,0,0,0,0,0,South
578,Puente Vallecas,Piso en Entrev’as,0,Entrev’as,0,800,3,85,3,1,1,0,0,0,0,South
579,Puente Vallecas,Piso en calle del Pico de Almanzor,0,Numancia,0,750,2,60,3,1,0,0,0,0,0,South
580,Puente Vallecas,Piso en calle Juan Navarro,0,San Diego,0,590,2,55,1,1,0,0,0,0,0,South
581,Puente Vallecas,Piso en calle Higinio Rodr’guez,0,Palomeras Bajas,0,750,1,43,2,1,1,0,0,0,0,South
582,Puente Vallecas,Piso en calle emilio raboso,0,San Diego,0,800,2,80,1,1,0,0,0,0,0,South
583,Puente Vallecas,Piso en calle de sierra de la sagra,0,Palomeras Bajas,0,1175,3,50,2,1,0,0,0,0,0,South
584,Puente Vallecas,Piso en calle Cocher—n de la Villa,0,Palomeras sureste,0,875,2,91,3,1,1,0,0,0,0,South
585,Puente Vallecas,Piso en calle de Carlos Mart’n çÅlvarez,0,Palomeras Bajas,0,850,3,95,6,1,1,0,0,0,0,South
586,Puente Vallecas,Piso en San Diego,0,San Diego,0,700,2,74,1,1,1,0,0,0,0,South
587,Puente Vallecas,Piso en plaza mariana pineda,0,Numancia,0,990,2,85,1,1,1,0,0,0,0,South
588,Puente Vallecas,Piso en calle de la Reina de çÅfrica,0,Palomeras Bajas,0,950,2,90,1,1,1,0,0,0,0,South
589,Puente Vallecas,Piso en Calle Alfonso XIII,0,Numancia,0,650,2,60,2,1,0,0,0,0,0,South
590,Puente Vallecas,Piso en calle del Monte Perdido,0,San Diego,0,575,1,50,1,1,0,0,0,0,0,South
591,Puente Vallecas,Piso en calle de L—pez Grass,0,Numancia,0,680,2,70,,0,0,0,0,0,0,South
592,Puente Vallecas,Estudio en calle Santa Julia,1,San Diego,0,525,0,30,0,1,1,0,0,0,0,South
593,Puente Vallecas,Piso en mariano benlliure,0,San Diego,0,550,2,60,2,1,0,0,0,0,0,South
594,Puente Vallecas,Estudio en calle de Callejo,1,San Diego,0,450,0,25,0,1,0,0,0,0,0,South
595,Puente Vallecas,Piso en calle del Puerto de Arlab‡n,0,San Diego,0,540,2,46,1,0,0,0,0,0,0,South
596,Puente Vallecas,Piso en arroyo del olivar,0,Portazgo,0,650,3,80,2,1,1,0,0,0,0,South
597,Puente Vallecas,Estudio en calle Julia Mediavilla,1,San Diego,0,1000,0,45,2,1,1,0,0,0,0,South
598,Puente Vallecas,Piso en calle del Doctor S‡nchez,0,San Diego,0,665,2,60,,1,0,0,0,0,0,South
599,Puente Vallecas,Piso en calle Mend’vil,0,Numancia,0,640,1,50,4,1,1,0,0,0,0,South
600,Puente Vallecas,Piso en avenida de Buenos Aires,0,Palomeras Bajas,0,800,3,60,1,1,1,0,0,0,0,South
601,Puente Vallecas,Piso en avenida de la albufera,0,San Diego,0,900,1,55,3,1,1,0,0,0,0,South
602,Puente Vallecas,Piso en Portazgo,0,Portazgo,0,535,2,64,,1,0,0,0,0,0,South
603,Puente Vallecas,Piso en Palomeras sureste,0,Palomeras sureste,0,560,2,56,,1,0,0,0,0,0,South
604,Puente Vallecas,Piso en Palomeras sureste,0,Palomeras sureste,0,560,3,61,,1,0,0,0,0,0,South
605,Puente Vallecas,Piso en calle Pedro Laborde,0,Portazgo,0,675,2,60,2,1,0,0,0,0,0,South
606,Puente Vallecas,Estudio en calle Puerto Alto,1,San Diego,0,540,0,30,0,1,0,0,0,0,0,South
607,Puente Vallecas,Piso en calle del Doctor Salgado,0,Numancia,0,600,1,50,2,1,1,0,0,0,0,South
608,Puente Vallecas,Piso en calle de Josu_ Lillo,0,San Diego,0,900,2,55,0,1,0,0,0,0,0,South
609,Puente Vallecas,Piso en calle Sierra de Alcaraz,0,San Diego,0,700,1,56,2,1,1,0,0,0,0,South
610,Puente Vallecas,Piso en calle el Yesero,0,Palomeras sureste,0,900,2,94,6,1,1,0,0,0,0,South
611,Puente Vallecas,Piso en calle Sierra Monchique,0,San Diego,0,950,2,65,1,1,1,0,0,0,0,South
612,Puente Vallecas,Piso en calle del Monte Perdido,0,San Diego,0,480,1,30,1,1,0,0,0,0,0,South
613,Puente Vallecas,Piso en calle de la Maquinilla,0,Palomeras sureste,0,1200,2,72,3,1,1,0,0,0,0,South
614,Puente Vallecas,Piso en calle de la Reina de çÅfrica,0,Palomeras Bajas,0,950,2,60,1,1,1,0,0,0,0,South
615,Puente Vallecas,Estudio en calle Cardenosa,1,Entrev’as,0,900,0,45,1,1,1,0,0,0,0,South
616,Puente Vallecas,Piso en calle Concordia,0,San Diego,0,600,1,50,1,0,0,0,0,0,0,South
617,Puente Vallecas,Piso en calle Santa Beatriz,0,Numancia,0,720,2,67,3,1,0,0,0,0,0,South
618,Retiro,Piso en calle del Alcalde S‡inz de Baranda,0,Estrella,0,1250,2,87,3,1,1,0,0,0,0,Centre
619,Retiro,Piso en GRANADA,0,Pac’fico,1,1250,2,70,3,1,1,0,0,0,0,Centre
620,Retiro,Piso en calle de los Reyes Magos,0,Ni–o Jesç_s,1,1100,1,65,1,0,1,0,0,0,0,Centre
621,Retiro,Piso en calle Juan de Mena,0,Jer—nimos,1,2500,2,125,5,1,1,0,0,0,0,Centre
622,Retiro,Piso en Ni–o Jesœs,0,Ni–o Jesç_s,1,3800,3,160,6,1,1,0,0,0,0,Centre
623,Retiro,Piso en calle de m‡iquez,0,Ibiza,1,1000,2,50,4,0,1,0,0,0,0,Centre
624,Retiro,Piso en calle del Alcalde S‡inz de Baranda,0,Ibiza,1,1350,2,75,7,0,1,0,0,0,0,Centre
625,Retiro,Piso en Narvaez,0,Ibiza,1,900,2,35,7,1,1,0,0,0,0,Centre
626,Retiro,Piso en calle de T_llez,0,Pac’fico,1,1450,3,117,3,1,1,0,0,0,0,Centre
627,Retiro,Estudio en Ibiza,1,Ibiza,1,900,0,37,4,0,1,0,0,0,0,Centre
628,Retiro,Piso en calle del alcalde s‡inz de baranda,0,Ni–o Jesç_s,1,1500,3,95,1,1,0,0,0,0,0,Centre
629,Retiro,Piso en calle del Alcalde S‡inz de Baranda,0,Ibiza,1,1400,2,72,8,0,1,0,0,0,0,Centre
630,Retiro,Estudio en calle del Doctor Esquerdo,1,Estrella,1,650,0,40,2,1,1,0,0,0,0,Centre
631,Retiro,Piso en Ni–o Jesœs,0,Ni–o Jesç_s,1,3000,4,199,9,1,1,0,0,0,0,Centre
632,Retiro,Piso en paseo de Reina Cristina,0,Pac’fico,1,1000,1,47,2,1,1,0,0,0,0,Centre
633,Retiro,Piso en calle de Fern‡n Gonzalez,0,Ibiza,1,1250,1,90,0,1,1,0,0,0,0,Centre
634,Retiro,Piso en calle de Valderribas,0,Pac’fico,1,1400,2,100,5,1,1,0,0,0,0,Centre
635,Retiro,Piso en Ni–o Jesœs,0,Ni–o Jesç_s,1,1500,2,125,8,1,1,0,0,0,0,Centre
636,Retiro,Piso en calle de S‡nchez Barcaiztegui,0,Pac’fico,1,1650,3,109,5,1,1,0,0,0,0,Centre
637,Retiro,Piso en calle del Doctor Esquerdo,0,Estrella,1,850,1,57,5,1,1,0,0,0,0,Centre
638,Retiro,Piso en Doctor castelo,0,Ibiza,1,2000,4,118,5,1,1,0,0,0,0,Centre
639,Retiro,Piso en calle de Lope de Rueda,0,Ibiza,1,1900,2,100,2,1,1,0,0,0,0,Centre
640,Retiro,Piso en calle de T_llez,0,Pac’fico,1,1400,3,117,3,0,1,0,0,0,0,Centre
641,Retiro,Piso en Ni–o Jesœs,0,Ni–o Jesç_s,1,4000,4,256,2,1,1,0,0,0,0,Centre
642,Retiro,Piso en Jer—nimos,0,Jer—nimos,1,7000,4,402,8,1,1,0,0,0,0,Centre
643,Retiro,Piso en Estrella,0,Estrella,1,4300,5,279,13,1,1,0,0,0,0,Centre
644,Retiro,Piso en Ibiza,0,Ibiza,1,4100,3,220,,1,1,0,0,0,0,Centre
645,Retiro,çÅtico en Jer—nimos,0,Jer—nimos,1,7500,3,290,8,1,1,1,0,0,0,Centre
646,Retiro,çÅtico en calle Doctor Castelo,0,Ibiza,1,3500,4,175,8,1,1,1,0,0,0,Centre
647,Retiro,Piso en avenida de Men_ndez Pelayo,0,Ibiza,1,4100,3,200,,1,1,0,0,0,0,Centre
648,Retiro,Piso en calle del alcalde s‡inz de baranda,0,Ibiza,1,1400,4,108,6,1,1,0,0,0,0,Centre
649,Retiro,Piso en Ibiza,0,Ibiza,1,2800,2,188,4,1,1,0,0,0,0,Centre
650,Retiro,Piso en Oå«Donnel,0,Estrella,1,2800,3,190,1,1,1,0,0,0,0,Centre
651,Retiro,Piso en calle Juan de Mena,0,Jer—nimos,1,2835,2,110,2,0,1,0,0,0,0,Centre
652,Retiro,Piso en avenida de Men_ndez Pelayo,0,Ni–o Jesç_s,1,2430,2,73,2,1,1,0,0,0,0,Centre
653,Retiro,Piso en paseo Reina Cristina,0,Pac’fico,1,925,1,44,2,0,1,0,0,0,0,Centre
654,Retiro,Piso en calle Ibiza,0,Ibiza,1,2565,2,70,9,1,1,0,0,0,0,Centre
655,Retiro,çÅtico en Jer—nimos,0,Jer—nimos,1,7500,3,300,8,1,1,1,0,0,0,Centre
656,Retiro,Piso en Pac’fico,0,Pac’fico,1,1700,3,138,3,1,1,0,0,0,0,Centre
657,Retiro,Piso en Jer—nimos,0,Jer—nimos,1,3450,5,188,1,1,1,0,0,0,0,Centre
658,Retiro,Piso en Pac’fico,0,Pac’fico,1,2500,3,165,4,1,1,0,0,0,0,Centre
659,Retiro,Piso en Jer—nimos,0,Jer—nimos,1,2200,2,124,5,1,1,0,0,0,0,Centre
660,Retiro,Piso en Jer—nimos,0,Jer—nimos,1,2300,2,124,5,1,1,0,0,0,0,Centre
661,Retiro,Piso en calle del Alcalde S‡inz de Baranda,0,Ibiza,1,2295,2,95,6,0,1,0,0,0,0,Centre
662,Retiro,Piso en calle casado del alisal,0,Jer—nimos,1,4725,3,130,1,1,1,0,0,0,0,Centre
663,Retiro,Piso en calle del alcalde s‡inz de baranda,0,Ibiza,1,2295,2,80,7,0,1,0,0,0,0,Centre
664,Retiro,Piso en o'donnell,0,Ibiza,1,2430,2,140,7,1,1,0,0,0,0,Centre
665,Retiro,Piso en calle de Alfonso XII,0,Jer—nimos,1,2500,2,140,3,1,1,0,0,0,0,Centre
666,Retiro,Piso en Adelfas,0,Adelfas,1,1650,4,133,4,1,1,0,0,0,0,Centre
667,Retiro,Piso en Pac’fico,0,Pac’fico,1,1000,1,50,2,1,1,0,0,0,0,Centre
668,Retiro,Piso en Jer—nimos,0,Jer—nimos,1,2200,2,120,5,1,1,0,0,0,0,Centre
669,Retiro,Piso en Ibiza,0,Ibiza,1,2800,3,198,1,1,1,0,0,0,0,Centre
670,Retiro,Piso en NARVAEZ,0,Ibiza,1,1400,3,100,1,1,1,0,0,0,0,Centre
671,Retiro,Piso en oå«donnell,0,Ibiza,1,1550,2,86,3,0,1,0,0,0,0,Centre
672,Retiro,Piso en calle Menorca,0,Ibiza,1,1550,3,130,3,0,1,0,0,0,0,Centre
673,Retiro,Piso en ibiza,0,Ibiza,1,2300,4,220,1,1,1,0,0,0,0,Centre
674,Retiro,Piso en calle Doctor Castelo,0,Ibiza,1,1300,3,90,3,0,1,0,0,0,0,Centre
675,Retiro,Piso en Antonio Acu–a,0,Ibiza,1,2800,3,219,1,1,1,0,0,0,0,Centre
676,Retiro,Piso en calle de Antonio Acu–a,0,Ibiza,1,2800,3,190,1,1,1,0,0,0,0,Centre
677,Retiro,Piso en avenida de Men_ndez Pelayo,0,Ni–o Jesç_s,1,3250,2,160,9,1,1,0,0,0,0,Centre
678,Retiro,Piso en calle de Fern‡n Gonzalez,0,Ibiza,1,1600,3,130,3,1,1,0,0,0,0,Centre
679,Retiro,Piso en calle Espalter,0,Jer—nimos,1,4500,2,220,3,1,1,0,0,0,0,Centre
680,Retiro,Piso en Ibiza,0,Ibiza,1,2000,2,120,1,1,1,0,0,0,0,Centre
681,Retiro,Piso en Ibiza,0,Ibiza,1,1600,3,130,1,1,1,0,0,0,0,Centre
682,Retiro,Piso en Ibiza,0,Ibiza,1,1500,3,120,0,0,1,0,0,0,0,Centre
683,Retiro,Piso en Ibiza,0,Ibiza,1,1200,1,90,0,0,1,0,0,0,0,Centre
684,Retiro,Piso en Ibiza,0,Ibiza,1,1200,1,90,0,0,1,0,0,0,0,Centre
685,Retiro,Piso en Ibiza,0,Ibiza,1,1200,1,90,0,0,1,0,0,0,0,Centre
686,Retiro,Piso en Ibiza,0,Ibiza,1,1200,1,90,0,0,1,0,0,0,0,Centre
687,Retiro,Piso en Ibiza,0,Ibiza,1,2800,3,190,1,1,1,0,0,0,0,Centre
688,Retiro,Piso en Ibiza,0,Ibiza,1,900,2,45,7,0,1,0,0,0,0,Centre
689,Retiro,Piso en Granada,0,Pac’fico,1,800,2,49,1,0,1,0,0,0,0,Centre
690,Retiro,Piso en calle Alcalde Sainz de baranda,0,Ibiza,1,1500,4,110,3,1,1,0,0,0,0,Centre
691,Retiro,Piso en calle de M‡iquez,0,Ibiza,1,1200,2,84,3,0,1,0,0,0,0,Centre
692,Retiro,Piso en calle de Fern‡n Gonzalez,0,Ibiza,1,1700,3,120,3,0,1,0,0,0,0,Centre
693,Retiro,Piso en calle de Fern‡n Gonzalez,0,Ibiza,1,1250,1,105,0,1,1,0,0,0,0,Centre
694,Retiro,Piso en Adelfas,0,Adelfas,1,1500,3,110,6,1,1,0,0,0,0,Centre
695,Retiro,Piso en Ibiza,0,Ibiza,1,1600,2,130,2,1,1,0,0,0,0,Centre
696,Retiro,Casa o chalet independiente en Ni–o Jesœs,0,Ni–o Jesç_s,1,5950,4,235,,1,0,0,1,0,0,Centre
697,Retiro,Piso en Ibiza,0,Ibiza,1,1200,2,84,3,0,1,0,0,0,0,Centre
698,Retiro,Piso en Adelfas,0,Adelfas,1,1500,3,115,1,1,1,0,0,0,0,Centre
699,Retiro,Piso en Pac’fico,0,Pac’fico,1,1500,4,94,7,1,1,0,0,0,0,Centre
700,Retiro,Piso en Ni–o Jesœs,0,Ni–o Jesç_s,1,2500,4,165,6,1,1,0,0,0,0,Centre
701,Retiro,Piso en calle Juan de Mena,0,Jer—nimos,1,2500,4,170,2,1,1,0,0,0,0,Centre
702,Retiro,Piso en avenida de Men_ndez Pelayo,0,Ibiza,1,4100,3,207,,1,1,0,0,0,0,Centre
703,Retiro,Piso en plaza de los Reyes Magos,0,Ni–o Jesç_s,1,2500,4,200,6,1,1,0,0,0,0,Centre
704,Salamanca,Estudio en calle Pr’ncipe de Asturias,1,Goya,1,1000,0,70,1,1,1,0,0,0,0,East
705,Salamanca,Piso en calle de vel‡zquez,0,Recoletos,1,1300,1,69,6,1,1,0,0,0,0,East
706,Salamanca,Piso en avenida felipe ii,0,Goya,1,1500,3,90,6,1,1,0,0,0,0,East
707,Salamanca,Piso en Castellana,0,Castellana,1,2750,2,150,7,1,1,0,0,0,0,East
708,Salamanca,Piso en calle francisco santos,0,Guindalera,1,1200,4,98,1,1,1,0,0,0,0,East
709,Salamanca,Piso en Goya,0,Goya,1,1500,3,105,1,1,1,0,0,0,0,East
710,Salamanca,Piso en calle del pr’ncipe de vergara,0,Lista,1,1600,3,72,4,1,1,0,0,0,0,East
711,Salamanca,Piso en Recoletos,0,Recoletos,1,1050,1,50,4,0,1,0,0,0,0,East
712,Salamanca,Piso en calle de Hermosilla,0,Recoletos,1,880,3,45,1,1,0,0,0,0,0,East
713,Salamanca,çÅtico en Goya,0,Goya,1,3500,2,110,5,1,0,1,0,0,0,East
714,Salamanca,Piso en Castellana,0,Castellana,1,1850,3,100,3,1,1,0,0,0,0,East
715,Salamanca,Piso en calle del Doctor Esquerdo,0,Goya,1,925,2,85,,1,1,0,0,0,0,East
716,Salamanca,Piso en Goya,0,Goya,1,1000,1,65,6,0,1,0,0,0,0,East
717,Salamanca,Piso en Goya,0,Goya,1,2500,3,130,2,1,1,0,0,0,0,East
718,Salamanca,Estudio en calle del Pilar de Zaragoza,1,Guindalera,1,695,0,35,1,1,1,0,0,0,0,East
719,Salamanca,Piso en Goya,0,Goya,1,1500,2,50,3,0,1,0,0,0,0,East
720,Salamanca,Piso en calle de Jos_ Ortega y Gasset,0,Castellana,1,5800,3,265,1,1,1,0,0,0,0,East
721,Salamanca,Piso en Lista,0,Lista,1,1200,1,52,4,1,0,0,0,0,0,East
722,Salamanca,Piso en calle D. RAMçÒN DE LA CRUZ,0,Lista,1,1800,3,97,4,1,1,0,0,0,0,East
723,Salamanca,Piso en calle de Lagasca,0,Recoletos,1,3500,4,220,4,1,1,0,0,0,0,East
724,Salamanca,Piso en calle Iriarte,0,Guindalera,1,1550,1,63,0,0,1,0,0,0,0,East
725,Salamanca,Piso en calle de Lagasca,0,Recoletos,1,3500,4,220,4,1,1,0,0,0,0,East
726,Salamanca,Piso en calle iriarte,0,Guindalera,1,1450,1,60,1,0,1,0,0,0,0,East
727,Salamanca,Piso en calle Ferrer del R’o,0,Guindalera,1,850,1,40,0,0,1,0,0,0,0,East
728,Salamanca,Piso en calle de Vel‡zquez,0,Recoletos,1,7500,6,471,6,1,1,0,0,0,0,East
729,Salamanca,çÅtico en Recoletos,0,Recoletos,1,2500,2,120,7,1,1,1,0,0,0,East
730,Salamanca,Piso en calle del General Pardi–as,0,Goya,1,1000,1,65,4,1,1,0,0,0,0,East
731,Salamanca,Piso en Castellana,0,Castellana,1,3800,4,220,2,1,1,0,0,0,0,East
732,Salamanca,Piso en calle de Eraso,0,Guindalera,1,950,2,72,3,1,1,0,0,0,0,East
733,Salamanca,Piso en Goya,0,Goya,1,8000,5,500,3,1,1,0,0,0,0,East
734,Salamanca,Piso en calle del Conde de Pe–alver,0,Goya,1,1400,2,75,2,1,1,0,0,0,0,East
735,Salamanca,Piso en Goya,0,Goya,1,2500,3,130,2,1,1,0,0,0,0,East
736,Salamanca,Piso en Castellana,0,Castellana,1,2600,4,195,5,1,1,0,0,0,0,East
737,Salamanca,Piso en Goya,0,Goya,1,1500,3,105,1,1,1,0,0,0,0,East
738,Salamanca,Piso en Fuente del Berro,0,Fuente del Berro,1,1100,2,95,3,1,1,0,0,0,0,East
739,Salamanca,Piso en Lista,0,Lista,1,1600,1,120,6,1,1,0,0,0,0,East
740,Salamanca,Piso en Goya,0,Goya,1,3300,2,120,4,1,1,0,0,0,0,East
741,Salamanca,Piso en calle del General Ora‡,0,Castellana,1,1200,1,60,0,0,1,0,0,0,0,East
742,Salamanca,Piso en calle de Mar’a Teresa,0,Guindalera,1,1450,3,120,5,1,1,0,0,0,0,East
743,Salamanca,Piso en avenida de bruselas,0,Guindalera,1,1450,4,136,6,1,1,0,0,0,0,East
744,Salamanca,Piso en Lista,0,Lista,1,1100,3,68,5,0,1,0,0,0,0,East
745,Salamanca,Piso en calle de Ayala,0,Goya,1,950,2,50,7,1,1,0,0,0,0,East
746,Salamanca,Piso en calle Antonio Toledano,0,Fuente del Berro,1,1350,3,82,1,1,1,0,0,0,0,East
747,Salamanca,Piso en calle del General D’az Porlier,0,Goya,1,1150,1,85,6,1,1,0,0,0,0,East
748,Salamanca,Chalet adosado en Guindalera,0,Guindalera,1,2900,4,280,,1,0,0,1,0,1,East
749,Salamanca,Piso en londres,0,Guindalera,1,850,1,53,7,1,1,0,0,0,0,East
750,Salamanca,Piso en Castellana,0,Castellana,1,3300,2,170,1,1,1,0,0,0,0,East
751,Salamanca,Piso en calle juan de la hoz,0,Guindalera,1,950,1,50,2,1,0,0,0,0,0,East
752,Salamanca,Piso en calle de Castell—,0,Castellana,1,4600,4,300,5,1,1,0,0,0,0,East
753,Salamanca,Piso en calle de Claudio Coello,0,Castellana,1,2650,5,199,4,1,1,0,0,0,0,East
754,Salamanca,Piso en calle de juan bravo,0,Castellana,1,4500,4,240,1,1,1,0,0,0,0,East
755,Salamanca,Piso en calle de Castell—,0,Recoletos,1,5373,3,160,1,1,1,0,0,0,0,East
756,Salamanca,Piso en calle de ayala,0,Recoletos,1,6480,3,160,2,1,1,0,0,0,0,East
757,Salamanca,Piso en Goya,0,Goya,1,5500,5,440,6,1,1,0,0,0,0,East
758,Salamanca,Piso en Recoletos,0,Recoletos,1,2700,2,138,5,0,1,0,0,0,0,East
759,Salamanca,Piso en calle Serrano,0,Recoletos,1,3995,2,150,3,1,1,0,0,0,0,East
760,Salamanca,çÅtico en Serrano,0,Recoletos,1,3995,2,90,4,1,1,1,0,0,0,East
761,Salamanca,Piso en calle de Jos_ Ortega y Gasset,0,Lista,1,2950,3,240,2,1,1,0,0,0,0,East
762,Salamanca,Piso en calle de Jos_ Ortega y Gasset,0,Lista,1,1350,2,88,5,1,1,0,0,0,0,East
763,Salamanca,Piso en calle Jorge Juan,0,Goya,1,1500,1,120,6,1,1,0,0,0,0,East
764,Salamanca,Piso en calle del Conde de Pe–alver,0,Lista,1,850,2,40,0,0,1,0,0,0,0,East
765,Salamanca,Piso en Recoletos,0,Recoletos,1,4900,4,326,4,1,1,0,0,0,0,East
766,Salamanca,çÅtico en Goya,0,Goya,1,3500,2,115,7,1,1,1,0,0,0,East
767,Salamanca,Piso en calle Lagasca,0,Recoletos,1,3900,4,190,6,1,1,0,0,0,0,East
768,Salamanca,Piso en calle de Jos_ Ortega y Gasset,0,Castellana,1,7500,4,350,2,1,1,0,0,0,0,East
769,Salamanca,çÅtico en calle de Jos_ Ortega y Gasset,0,Lista,1,3000,3,216,8,1,1,1,0,0,0,East
770,Salamanca,Piso en DIEGO DE LEçÒN,0,Castellana,1,2660,2,88,3,0,1,0,0,0,0,East
771,Salamanca,Piso en calle de Alcal‡,0,Goya,1,4000,5,275,5,1,1,0,0,0,0,East
772,Salamanca,Piso en Lista,0,Lista,1,2800,3,130,1,1,1,0,0,0,0,East
773,Salamanca,Piso en Lista,0,Lista,1,2800,3,130,1,1,1,0,0,0,0,East
774,Salamanca,Piso en Castellana,0,Castellana,1,8000,5,370,3,1,1,0,0,0,0,East
775,Salamanca,Piso en Fuente del Berro,0,Goya,1,3300,3,150,6,1,1,0,0,0,0,East
776,Salamanca,Piso en calle de Oltra,0,Guindalera,1,950,2,75,1,1,1,0,0,0,0,East
777,Salamanca,Piso en calle Conde de Aranda,0,Recoletos,1,3500,4,210,3,1,1,0,0,0,0,East
778,Salamanca,Piso en Velazquez,0,Recoletos,1,5500,5,422,1,1,1,0,0,0,0,East
779,Salamanca,Piso en Serrano,0,Recoletos,1,4800,2,142,1,1,1,0,0,0,0,East
780,Salamanca,Piso en calle de Hermosilla,0,Recoletos,1,1750,3,100,3,1,1,0,0,0,0,East
781,Salamanca,Dœplex en calle de Serrano,0,Recoletos,1,4300,2,225,4,1,1,0,0,1,0,East
782,Salamanca,Piso en calle del General Pardi–as,0,Goya,1,2500,3,130,11,1,1,0,0,0,0,East
