Id,Area,Address,Studio,Zone,Inside_M30,Rent,Bedrooms,Sq. Mt.,Floor,Outer,Elevator,Penthouse,Cottage,Duplex,Semi-detached,Region
1,ciudad lineal,Piso en Quintana,0,Quintana,0,1300,2,72,3,1,1,0,0,0,0,East
2,ciudad lineal,Piso en calle de Arturo Soria,0,Costillares,0,3000,5,260,2,1,1,0,0,0,0,East
3,ciudad lineal,Piso en calle de Vicente Muzas,0,Colina,0,1300,2,100,3,1,1,0,0,0,0,East
4,ciudad lineal,Piso en calle Badajoz,0,San Pascual,0,1600,3,120,4,1,1,0,0,0,0,East
5,ciudad lineal,Piso en calle de Nuestra Se–ora del Villar,0,Ventas,0,800,2,60,3,1,0,0,0,0,0,East
6,ciudad lineal,çÅtico en calle Jos_ Silva,0,San Juan Bautista,0,1850,3,101,5,1,1,1,0,0,0,East
7,ciudad lineal,Piso en Virgen de Lourdes,0,Concepci—n,0,850,1,60,3,1,1,0,0,0,0,East
8,ciudad lineal,Piso en calle de Arturo Soria,0,Costillares,0,1700,4,160,2,1,1,0,0,0,0,East
9,ciudad lineal,Piso en calle Jazm’n,0,Costillares,0,850,1,52,1,1,1,0,0,0,0,East
10,ciudad lineal,Piso en general aranaz,0,Concepci—n,0,1900,3,190,1,1,1,0,0,0,0,East
11,ciudad lineal,Dœplex en calle Rafael Bergam’n,0,San Juan Bautista,0,2100,3,150,13,1,1,0,0,1,0,East
12,ciudad lineal,Estudio en Costillares,1,Costillares,0,780,0,40,2,0,1,0,0,0,0,East
13,ciudad lineal,Piso en calle Virgen de los Reyes,0,Concepci—n,0,1300,3,90,1,1,1,0,0,0,0,East
14,ciudad lineal,Dœplex en calle Diego Ayll—n,0,San Juan Bautista,0,3200,5,280,3,1,1,0,0,1,0,East
15,ciudad lineal,Piso en calle de Arturo Soria,0,San Pascual,0,1700,3,130,1,1,1,0,0,0,0,East
16,ciudad lineal,çÅtico en calle natalia de silva,0,Concepci—n,0,990,2,70,3,1,1,1,0,0,0,East
17,ciudad lineal,Piso en calle miguel de la iglesia,0,Concepci—n,0,1070,2,80,1,1,1,0,0,0,0,East
18,ciudad lineal,Piso en calle miguel de la iglesia,0,Concepci—n,0,870,2,63,2,1,1,0,0,0,0,East
19,ciudad lineal,Piso en calle miguel de la iglesia,0,Concepci—n,0,870,3,63,3,1,1,0,0,0,0,East
20,ciudad lineal,Piso en Ventas,0,Ventas,0,830,1,60,3,1,1,0,0,0,0,East
21,ciudad lineal,Piso en calle Caribe,0,San Pascual,0,2500,3,195,3,1,1,0,0,0,0,East
22,ciudad lineal,Dœplex en Angelita Cavero,0,San Pascual,0,2200,2,200,3,1,1,0,0,1,0,East
23,ciudad lineal,Piso en Virgen de los reyes,0,Concepci—n,0,1300,3,100,1,1,1,0,0,0,0,East
24,ciudad lineal,Piso en calle Emilio Ferrari,0,Pueblo Nuevo,0,800,3,72,4,1,1,0,0,0,0,East
25,ciudad lineal,çÅtico en calle jos_ silva,0,San Juan Bautista,0,1650,3,101,5,1,1,1,0,0,0,East
26,ciudad lineal,Dœplex en calle Trit—n,0,Colina,0,2500,5,200,0,1,1,0,0,1,0,East
27,ciudad lineal,Piso en calle de Carlota O‰ÛªNeill,0,San Pascual,0,1100,1,45,4,1,1,0,0,0,0,East
28,ciudad lineal,Piso en calle de manipa,0,Concepci—n,0,790,2,63,2,1,0,0,0,0,0,East
29,ciudad lineal,Piso en calle de arturo soria,0,San Juan Bautista,0,1450,2,87,3,1,1,0,0,0,0,East
30,ciudad lineal,Piso en calle Virgen de Lourdes,0,Concepci—n,0,850,1,60,3,1,1,0,0,0,0,East
31,ciudad lineal,Piso en calle de luis carlos v‡zquez,0,San Juan Bautista,0,2000,3,164,2,1,1,0,0,0,0,East
32,ciudad lineal,Piso en calle piquer,0,Atalaya,0,2800,4,200,4,1,1,0,0,0,0,East
33,ciudad lineal,Piso en A–astro,0,Atalaya,0,3200,5,215,2,1,1,0,0,0,0,East
34,ciudad lineal,Piso en calle de Caleruega,0,Costillares,0,1250,2,91,4,1,1,0,0,0,0,East
35,ciudad lineal,Piso en calle de los Hermanos Garc’a Noblejas,0,Pueblo Nuevo,0,1100,3,100,1,1,1,0,0,0,0,East
36,ciudad lineal,Piso en Arturo Soria,0,Concepci—n,0,1200,2,70,3,1,1,0,0,0,0,East
37,ciudad lineal,Piso en emilio ferrari,0,Pueblo Nuevo,0,850,3,75,4,1,1,0,0,0,0,East
38,ciudad lineal,Dœplex en calle Baus‡,0,Costillares,0,950,1,57,5,1,1,0,0,1,0,East
39,ciudad lineal,çÅtico en calle vicente muzas,0,Colina,0,800,2,70,5,1,1,1,0,0,0,East
40,ciudad lineal,çÅtico en Arturo Soria,0,Concepci—n,0,3000,5,400,4,1,1,1,0,0,0,East
41,ciudad lineal,Dœplex en San Juan Bautista,0,San Juan Bautista,0,2100,3,143,13,1,1,0,0,1,0,East
42,ciudad lineal,Piso en calle de Ulises,0,San Juan Bautista,0,1900,3,160,3,1,1,0,0,0,0,East
43,ciudad lineal,Piso en avenida de Trueba,0,Pueblo Nuevo,0,915,3,95,1,1,1,0,0,0,0,East
44,ciudad lineal,Piso en calle de jos_ del hierro,0,Quintana,0,1000,3,90,3,1,1,0,0,0,0,East
45,ciudad lineal,Dœplex en calle Angelita Cavero,0,San Pascual,0,2200,2,200,3,1,1,0,0,1,0,East
46,ciudad lineal,çÅtico en calle Golfo de Sal—nica,0,Costillares,0,1400,2,180,10,1,1,1,0,0,0,East
47,ciudad lineal,Piso en calle de arturo soria,0,Atalaya,0,1500,2,90,1,1,1,0,0,0,0,East
48,ciudad lineal,Chalet pareado en Concepci—n,0,Concepci—n,0,2599,4,310,,1,0,0,1,0,0,East
49,ciudad lineal,Piso en Quintana,0,Quintana,0,1750,4,147,1,1,1,0,0,0,0,East
50,ciudad lineal,Piso en Atalaya,0,Atalaya,0,3000,4,316,2,1,1,0,0,0,0,East
51,ciudad lineal,Piso en Costillares,0,Costillares,0,1900,3,180,4,1,1,0,0,0,0,East
52,ciudad lineal,Chalet adosado en San Juan Bautista,0,San Juan Bautista,0,3200,5,420,,1,0,0,1,0,1,East
53,ciudad lineal,Dœplex en San Juan Bautista,0,San Juan Bautista,0,3200,3,330,3,1,1,0,0,1,0,East
54,ciudad lineal,Dœplex en San Juan Bautista,0,San Juan Bautista,0,3200,5,330,3,1,1,0,0,1,0,East
55,ciudad lineal,Dœplex en calle de arturo soria,0,Concepci—n,0,3000,4,405,4,1,1,0,0,1,0,East
56,ciudad lineal,Piso en sor mar’a de agreda,0,Ventas,0,680,1,55,3,1,1,0,0,0,0,East
57,ciudad lineal,Dœplex en calle Francisco Huesca,0,Ventas,0,750,1,45,2,1,1,0,0,1,0,East
58,ciudad lineal,Dœplex en calle de Boldano,0,Quintana,0,1200,1,106,3,1,1,0,0,1,0,East
59,ciudad lineal,Piso en Virgen del Coro,0,Concepci—n,0,875,2,69,3,1,1,0,0,0,0,East
60,ciudad lineal,Piso en calle caribe,0,San Pascual,0,2500,3,170,5,1,1,0,0,0,0,East
61,ciudad lineal,Piso en Atalaya,0,Atalaya,0,2950,5,210,2,1,1,0,0,0,0,East
62,ciudad lineal,Piso en Costillares,0,Costillares,0,3100,4,272,1,1,1,0,0,0,0,East
63,ciudad lineal,Piso en Concepci—n,0,Concepci—n,0,1235,3,122,,1,0,0,0,0,0,East
64,ciudad lineal,Piso en Concepci—n,0,Concepci—n,0,1235,3,122,,1,0,0,0,0,0,East
65,ciudad lineal,Piso en Colina,0,Colina,0,950,1,66,1,1,1,0,0,0,0,East
66,ciudad lineal,Estudio en Costillares,1,Costillares,0,780,0,40,0,1,1,0,0,0,0,East
67,ciudad lineal,Piso en calle de Zigia,0,Quintana,0,750,1,49,0,1,0,0,0,0,0,East
68,ciudad lineal,Piso en Colina,0,Colina,0,950,1,69,3,1,1,0,0,0,0,East
69,ciudad lineal,Dœplex en calle Rafael Bergam’n,0,San Juan Bautista,0,2300,3,150,13,1,1,0,0,1,0,East
70,ciudad lineal,Piso en calle Diego Ayll—n,0,San Juan Bautista,0,1900,3,145,1,1,1,0,0,0,0,East
71,ciudad lineal,Estudio en calle Juan Pascual,1,Pueblo Nuevo,0,625,0,30,0,1,1,0,0,0,0,East
72,ciudad lineal,Piso en avenida de Badajoz,0,San Pascual,0,1600,3,120,4,1,1,0,0,0,0,East
73,ciudad lineal,Piso en calle Nuestra Se–ora del Villar,0,Ventas,0,800,2,63,3,1,0,0,0,0,0,East
74,ciudad lineal,Piso en plaza de Vilaflor,0,Pueblo Nuevo,0,700,1,55,1,1,0,0,0,0,0,East
75,ciudad lineal,Piso en calle Rafael Bergam’n,0,San Juan Bautista,0,1275,2,85,5,1,1,0,0,0,0,East
76,ciudad lineal,Piso en calle de Santa Genoveva,0,Ventas,0,825,3,82,1,1,1,0,0,0,0,East
77,ciudad lineal,Piso en LOPEZ DE HOYOS,0,Colina,0,900,2,65,1,1,0,0,0,0,0,East
78,ciudad lineal,Piso en Pueblo Nuevo,0,Pueblo Nuevo,0,850,3,70,2,1,0,0,0,0,0,East
79,ciudad lineal,Piso en Concepci—n,0,Concepci—n,0,1900,3,118,1,1,1,0,0,0,0,East
80,ciudad lineal,Chalet adosado en Arturo Soria,0,Costillares,0,3000,5,180,,1,0,0,1,0,1,East
81,ciudad lineal,Piso en calle Madre Antonia Par’s,0,San Pascual,0,2000,4,142,1,1,1,0,0,0,0,East
82,ciudad lineal,Piso en San Juan Bautista,0,San Juan Bautista,0,950,1,65,10,1,1,0,0,0,0,East
83,ciudad lineal,Piso en Costillares,0,Costillares,0,1300,2,90,6,1,1,0,0,0,0,East
84,ciudad lineal,Dœplex en Pueblo Nuevo,0,Pueblo Nuevo,0,1000,2,80,4,1,1,0,0,1,0,East
85,ciudad lineal,Piso en Concepci—n,0,Concepci—n,0,845,1,77,,1,0,0,0,0,0,East
86,ciudad lineal,Piso en plaza PLATON,0,San Pascual,0,790,2,69,2,1,1,0,0,0,0,East
87,ciudad lineal,Piso en Virgen de los Reyes,0,Concepci—n,0,1300,3,103,1,1,1,0,0,0,0,East
88,ciudad lineal,Piso en Normas,0,San Juan Bautista,0,1200,3,78,3,1,1,0,0,0,0,East
89,ciudad lineal,Piso en calle de Arturo Soria,0,Costillares,0,950,2,98,4,1,1,0,0,0,0,East
90,ciudad lineal,Piso en calle Rafael Bergam’n,0,San Juan Bautista,0,1650,3,100,2,1,1,0,0,0,0,East
91,ciudad lineal,Piso en calle Arist—teles,0,San Pascual,0,1150,2,95,5,1,1,0,0,0,0,East
92,ciudad lineal,Estudio en calle Rafael Bergam’n,1,San Juan Bautista,0,800,0,40,4,1,1,0,0,0,0,East
93,ciudad lineal,Piso en traves’a Ca–as,0,Colina,0,900,2,80,2,1,0,0,0,0,0,East
94,ciudad lineal,Piso en calle Agastia,0,San Juan Bautista,0,950,1,72,2,1,1,0,0,0,0,East
95,ciudad lineal,Piso en calle Angelita Cavero,0,San Pascual,0,1800,1,55,3,1,1,0,0,0,0,East
96,ciudad lineal,Estudio en Colina,1,Colina,0,730,0,38,3,0,1,0,0,0,0,East
97,ciudad lineal,Piso en calle de Arturo Soria,0,Colina,0,3500,5,230,1,1,1,0,0,0,0,East
98,ciudad lineal,Dœplex en calle de çÅngel Mu–oz,0,San Juan Bautista,0,1300,1,95,4,1,1,0,0,1,0,East
99,ciudad lineal,Dœplex en calle diego ayll—n,0,San Juan Bautista,0,3200,5,330,3,1,1,0,0,1,0,East
100,ciudad lineal,Piso en calle De Virgen De Lluc,0,Quintana,0,800,1,48,5,1,1,0,0,0,0,East
101,ciudad lineal,Piso en calle Arte,0,Costillares,0,1200,1,90,4,1,1,0,0,0,0,East
102,ciudad lineal,çÅtico en calle de Nicol‡s Salmer—n,0,Pueblo Nuevo,0,1800,4,175,8,1,1,1,0,0,0,East
103,fuencarral,Piso en Mirasierra,0,Mirasierra,0,2100,4,195,4,1,1,0,0,0,0,North
104,fuencarral,Piso en calle Julio Palacios,0,La Paz,0,1550,3,139,10,1,1,0,0,0,0,North
105,fuencarral,Piso en Las Tablas,0,Las Tablas,0,1250,1,75,3,1,1,0,0,0,0,North
106,fuencarral,Piso en La Paz,0,La Paz,0,1900,4,165,1,1,1,0,0,0,0,North
107,fuencarral,Estudio en calle de Badalona,1,Tres Olivos - Valverde,0,650,0,50,4,1,0,0,0,0,0,North
108,fuencarral,Dœplex en Montecarmelo,0,Montecarmelo,0,3000,3,240,5,1,1,0,0,1,0,North
109,fuencarral,Piso en calle de Doctor Ram—n Castroviejo,0,Pe–agrande,0,895,1,81,9,1,1,0,0,0,0,North
110,fuencarral,Piso en Mirasierra,0,Mirasierra,0,2200,4,190,2,1,1,0,0,0,0,North
111,fuencarral,Piso en avenida el Ferrol,0,Pilar,0,800,1,68,8,1,1,0,0,0,0,North
112,fuencarral,Piso en Mirasierra,0,Mirasierra,0,1800,4,170,4,1,1,0,0,0,0,North
113,fuencarral,Piso en calle de la Isla de Arosa,0,Pe–agrande,0,899,2,60,1,1,1,0,0,0,0,North
114,fuencarral,Piso en calle de la Costa Brava,0,Mirasierra,0,2250,4,233,3,1,1,0,0,0,0,North
115,fuencarral,Caser—n en calle R’o Bullaque,0,La Paz,0,2100,4,171,,1,0,0,1,0,0,North
116,fuencarral,Piso en Obanos,0,Las Tablas,0,1000,2,85,1,1,1,0,0,0,0,North
117,fuencarral,Piso en calle Monasterio de Li_bana,0,Montecarmelo,0,1500,3,115,3,1,1,0,0,0,0,North
118,fuencarral,Piso en Las Tablas,0,Las Tablas,0,1300,4,128,4,1,1,0,0,0,0,North
119,fuencarral,Piso en calle ANTONIO LOPEZ AGUADO,0,La Paz,0,1800,4,160,12,1,1,0,0,0,0,North
120,fuencarral,Piso en La Paz,0,La Paz,0,1900,4,170,6,1,1,0,0,0,0,North
121,fuencarral,Piso en calle Monasterio de Samos,0,Montecarmelo,0,1400,3,106,3,1,1,0,0,0,0,North
122,fuencarral,Piso en Las Tablas,0,La Paz,0,1250,2,101,3,1,1,0,0,0,0,North
123,fuencarral,Piso en calle de Ponferrada,0,Pilar,0,800,2,59,4,1,1,0,0,0,0,North
124,fuencarral,Piso en Pedro Rico,0,La Paz,0,1900,4,165,6,1,1,0,0,0,0,North
125,fuencarral,Piso en Arroyo del Fresno,0,Arroyo del Fresno,0,1500,3,121,1,1,1,0,0,0,0,North
126,fuencarral,Piso en Las Tablas,0,Las Tablas,0,1300,2,160,5,1,1,0,0,0,0,North
127,fuencarral,Piso en Pe–agrande,0,Pe–a,0,1200,3,116,3,1,1,0,0,0,0,North
128,fuencarral,Piso en calle de Palas de Rey,0,Las Tablas,0,1500,4,130,2,1,1,0,0,0,0,North
129,fuencarral,çÅtico en Las Tablas,0,Las Tablas,0,1350,3,110,5,1,1,1,0,0,0,North
130,fuencarral,çÅtico en calle de mar’a tubau,0,Las Tablas,0,1350,3,117,5,1,1,1,0,0,0,North
131,fuencarral,Piso en Fuentelarreina,0,Fuentelarreina,0,2300,4,262,2,1,1,0,0,0,0,North
132,fuencarral,Piso en calle Portomar’n,0,Las Tablas,0,990,1,55,5,1,1,0,0,0,0,North
133,fuencarral,Piso en calle Portomar’n,0,Las Tablas,0,990,1,55,5,1,1,0,0,0,0,North
134,fuencarral,Piso en calle Buitrago del Lozoya,0,Pe–agrande,0,1845,3,130,1,1,1,0,0,0,0,North
135,fuencarral,Piso en Las Tablas,0,Las Tablas,0,1100,2,87,3,1,1,0,0,0,0,North
136,fuencarral,Piso en Julio Palacios,0,La Paz,0,1700,4,168,2,1,1,0,0,0,0,North
137,fuencarral,Piso en Las Tablas,0,Las Tablas,0,950,1,59,4,1,1,0,0,0,0,North
138,fuencarral,çÅtico en Las Tablas,0,Las Tablas,0,1100,1,70,6,1,1,1,0,0,0,North
139,fuencarral,Piso en calle Julio Palacios,0,La Paz,0,1550,3,140,10,1,1,0,0,0,0,North
140,fuencarral,Piso en Las Tablas,0,Las Tablas,0,1200,2,85,4,1,1,0,0,0,0,North
141,fuencarral,Piso en calle redecilla del camino,0,Las Tablas,0,1700,4,155,6,1,1,0,0,0,0,North
142,fuencarral,Piso en calle Julio Palacios,0,La Paz,0,1700,4,168,2,1,1,0,0,0,0,North
143,fuencarral,Piso en calle Valcarlos,0,Las Tablas,0,1230,2,101,1,1,1,0,0,0,0,North
144,fuencarral,Piso en calle ginzo de limia,0,Pilar,0,900,3,80,8,1,1,0,0,0,0,North
145,fuencarral,Piso en Las Tablas,0,Las Tablas,0,1450,3,112,4,1,1,0,0,0,0,North
146,fuencarral,Piso en calle Rabanal del Camino,0,Las Tablas,0,1300,2,83,2,0,1,0,0,0,0,North
147,fuencarral,Piso en Pe–agrande,0,Pe–agrande,0,3000,4,255,5,1,1,0,0,0,0,North
148,fuencarral,çÅtico en monasterio del Escorial,0,Montecarmelo,0,1100,2,68,4,1,1,1,0,0,0,North
149,fuencarral,Piso en calle Capiscol,0,Las Tablas,0,880,1,61,4,1,1,0,0,0,0,North
150,fuencarral,Piso en calle Santiago de Compostela,0,Pilar,0,1600,4,150,10,1,1,0,0,0,0,North
151,fuencarral,Piso en calle de Doctor Ram—n Castroviejo,0,Pe–agrande,0,895,1,81,8,1,1,0,0,0,0,North
152,fuencarral,Piso en calle de Doctor Ram—n Castroviejo,0,Pe–agrande,0,726,1,65,5,1,1,0,0,0,0,North
153,fuencarral,Piso en calle de Moralzarzal,0,Mirasierra,0,2450,4,224,1,1,1,0,0,0,0,North
154,fuencarral,Casa o chalet independiente en calle de la Pe–a del Sol,0,Mirasierra,0,2900,4,200,,1,0,0,1,0,0,North
155,fuencarral,Piso en calle Hospital de çÒrbigo,0,Las Tablas,0,1100,2,90,2,1,1,0,0,0,0,North
156,fuencarral,Piso en calle Castiello De Jaca,0,Las Tablas,0,1350,2,75,7,1,1,0,0,0,0,North
157,fuencarral,Piso en Fuentelarreina,0,Fuentelarreina,0,2400,4,219,,1,0,0,0,0,0,North
158,fuencarral,Piso en Pe–agrande,0,Pe–agrande,0,1300,3,110,6,1,1,0,0,0,0,North
159,fuencarral,Piso en calle Boadilla del Camino,0,Las Tablas,0,1500,3,127,4,1,1,0,0,0,0,North
160,fuencarral,Piso en avenida Monasterio de el Escorial,0,Montecarmelo,0,1350,3,103,1,1,1,0,0,0,0,North
161,fuencarral,Piso en avenida del Santuario de Valverde,0,Montecarmelo,0,1500,3,135,3,1,1,0,0,0,0,North
162,fuencarral,Piso en Monasterio de Silos,0,Montecarmelo,0,1550,3,123,0,1,1,0,0,0,0,North
163,fuencarral,Piso en calle Estella,0,Las Tablas,0,1350,3,110,2,1,1,0,0,0,0,North
164,fuencarral,Piso en calle Julio Palacios,0,La Paz,0,2300,4,205,5,1,1,0,0,0,0,North
165,fuencarral,Piso en calle de Ponferrada,0,Pilar,0,750,2,60,3,1,1,0,0,0,0,North
166,fuencarral,Piso en calle Puente de la Reina,0,Las Tablas,0,1250,2,110,6,1,1,0,0,0,0,North
167,fuencarral,Chalet adosado en Pe–agrande,0,Pe–agrande,0,3500,7,500,,1,0,0,1,0,1,North
168,fuencarral,Piso en Mirasierra,0,Mirasierra,0,4500,6,490,7,1,1,0,0,0,0,North
169,fuencarral,Piso en Cebreiro,0,Las Tablas,0,1500,3,136,3,1,1,0,0,0,0,North
170,fuencarral,çÅtico en calle Portomar’n,0,Las Tablas,0,2590,5,174,4,1,1,1,0,0,0,North
171,fuencarral,Piso en calle Arzobispo Morcillo,0,La Paz,0,1500,3,120,5,1,1,0,0,0,0,North
172,fuencarral,Piso en calle de la Isla de Arosa,0,Pe–agrande,0,900,2,60,1,1,1,0,0,0,0,North
173,fuencarral,Piso en calle Afueras a Valverde,0,Tres Olivos - Valverde,0,990,3,90,4,1,1,0,0,0,0,North
174,fuencarral,Piso en calle Castillo De Candanchœ,0,Las Tablas,0,1200,2,80,0,1,1,0,0,0,0,North
175,fuencarral,Piso en Pedro Rico,0,La Paz,0,1900,4,165,2,1,1,0,0,0,0,North
176,fuencarral,Piso en calle de la Isla de Arosa,0,Pe–agrande,0,900,2,60,1,1,1,0,0,0,0,North
177,fuencarral,Piso en camino de Santiago,0,Las Tablas,0,1100,3,90,3,1,1,0,0,0,0,North
178,fuencarral,Piso en calle de la Costa Brava,0,Mirasierra,0,2300,5,185,6,1,1,0,0,0,0,North
179,fuencarral,Piso en calle de Castiello de Jaca,0,Las Tablas,0,1200,2,90,3,1,1,0,0,0,0,North
180,fuencarral,Piso en calle de La Ba–eza,0,Pilar,0,850,2,65,2,1,1,0,0,0,0,North
181,fuencarral,Piso en calle del Mirador de la Reina,0,Arroyo del Fresno,0,1200,3,107,1,1,1,0,0,0,0,North
182,fuencarral,Piso en Tres Olivos - Valverde,0,Tres Olivos-Valverde,0,900,3,110,7,1,1,0,0,0,0,North
183,fuencarral,Piso en La Paz,0,La Paz,0,2000,4,170,9,1,1,0,0,0,0,North
184,fuencarral,Piso en calle del Castillo de Candanchœ,0,Las Tablas,0,1200,2,85,1,1,1,0,0,0,0,North
185,fuencarral,Chalet adosado en Arroyo del Fresno,0,Arroyo del Fresno,0,1800,3,200,,1,0,0,1,0,1,North
186,fuencarral,Chalet pareado en Mirasierra,0,Mirasierra,0,2600,5,420,,1,0,0,1,0,0,North
187,fuencarral,Piso en calle de Santiago de Compostela,0,Pilar,0,1700,5,140,10,1,1,0,0,0,0,North
188,fuencarral,Chalet pareado en Pe–agrande,0,Pe–agrande,0,3500,6,492,,1,0,0,1,0,0,North
189,fuencarral,çÅtico en Maria de Maeztu,0,Arroyo del Fresno,0,2200,4,150,5,1,1,1,0,0,0,North
190,fuencarral,Piso en san juan de ortega,0,Las Tablas,0,945,1,90,0,1,1,0,0,0,0,North
191,fuencarral,Piso en calle San Juan de Ortega,0,Las Tablas,0,1100,2,101,2,1,1,0,0,0,0,North
192,fuencarral,çÅtico en calle Vilar de Donas,0,Las Tablas,0,1150,2,90,4,1,1,1,0,0,0,North
193,fuencarral,Piso en calle Obanos,0,Las Tablas,0,1250,3,110,3,1,1,0,0,0,0,North
194,fuencarral,Piso en Tres Olivos - Valverde,0,Tres Olivos-Valverde,0,700,1,57,1,1,1,0,0,0,0,North
195,fuencarral,Piso en Julio Palacios,0,La Paz,0,1750,4,165,3,1,1,0,0,0,0,North
196,fuencarral,Piso en Fuentelarreina,0,Fuentelarreina,0,2300,4,275,5,1,1,0,0,0,0,North
197,fuencarral,Casa o chalet independiente en Fuentelarreina,0,Fuentelarreina,0,6000,5,600,,1,0,0,1,0,0,North
198,fuencarral,Piso en avenida del Camino de Santiago,0,Las Tablas,0,1200,2,85,2,1,1,0,0,0,0,North
199,fuencarral,çÅtico en Montecarmelo,0,Montecarmelo,0,1100,2,70,5,1,1,1,0,0,0,North
200,fuencarral,Piso en Las Tablas,0,Las Tablas,0,1500,4,130,2,1,1,0,0,0,0,North
201,fuencarral,Piso en calle del pico balaitus,0,Pe–agrande,0,650,2,60,3,1,1,0,0,0,0,North
202,fuencarral,Piso en Pe–agrande,0,Pe–agrande,0,800,1,60,0,1,1,0,0,0,0,North
203,fuencarral,Piso en avenida del Camino de Santiago,0,Las Tablas,0,1100,2,90,2,1,1,0,0,0,0,North
204,fuencarral,Piso en Montecarmelo,0,Montecarmelo,0,1100,3,90,2,1,1,0,0,0,0,North
205,fuencarral,Piso en La Paz,0,La Paz,0,1400,2,110,13,1,1,0,0,0,0,North
206,fuencarral,Piso en Montecarmelo,0,Montecarmelo,0,1350,3,116,,1,1,0,0,0,0,North
207,fuencarral,Piso en Montecarmelo,0,Montecarmelo,0,1175,2,84,,1,1,0,0,0,0,North
208,fuencarral,Piso en Montecarmelo,0,Montecarmelo,0,1175,2,83,,1,1,0,0,0,0,North
209,fuencarral,Piso en calle Julio Palacios,0,La Paz,0,1400,2,112,13,1,1,0,0,0,0,North
210,fuencarral,Piso en avenida de monforte de lemos,0,Pilar,0,1200,3,90,9,1,1,0,0,0,0,North
211,fuencarral,Piso en calle del Castillo de Candanchœ,0,Las Tablas,0,1300,3,100,4,1,1,0,0,0,0,North
212,fuencarral,Piso en calle Fresnedillas,0,Fuentelarreina,0,880,2,70,1,1,0,0,0,0,0,North
213,fuencarral,Piso en calle de la Costa Brava,0,Mirasierra,0,1190,1,72,3,1,1,0,0,0,0,North
214,fuencarral,Piso en La Paz,0,La Paz,0,1900,4,170,1,1,1,0,0,0,0,North
215,fuencarral,Piso en Pe–agrande,0,Pe–agrande,0,1300,3,95,1,1,0,0,0,0,0,North
216,fuencarral,Piso en calle la Hiruela,0,Pe–agrande,0,900,1,70,10,1,1,0,0,0,0,North
217,fuencarral,çÅtico en avenida del Santuario de Valverde,0,Montecarmelo,0,1600,3,120,5,1,1,1,0,0,0,North
218,fuencarral,Piso en calle Santiago de Compostela,0,Pilar,0,1600,4,160,9,1,1,0,0,0,0,North
219,fuencarral,Piso en calle Ginzo de Limia,0,Pilar,0,970,3,80,8,1,1,0,0,0,0,North
220,fuencarral,çÅtico en calle Monasterio de Caaveiro,0,Montecarmelo,0,950,1,60,4,1,1,1,0,0,0,North
221,fuencarral,Piso en calle Ginzo de Limia,0,Pilar,0,970,3,70,8,1,1,0,0,0,0,North
222,Hortaleza,Piso en Mar de Kara,0,Pinar del Rey,0,950,2,71,2,1,1,0,0,0,0,North
223,Hortaleza,çÅtico en Sanchinarro,0,Sanchinarro,0,1250,1,83,6,1,1,1,0,0,0,North
224,Hortaleza,Piso en Mar de Kara,0,Pinar del Rey,0,750,2,60,2,0,0,0,0,0,0,North
225,Hortaleza,Chalet pareado en Canillas,0,Canillas,0,4900,5,300,,1,0,0,1,0,0,North
226,Hortaleza,Piso en plaza de Monterrey,0,Ap—stol Santiago,0,1000,3,80,1,1,1,0,0,0,0,North
227,Hortaleza,Chalet en Conde Orgaz-Piovera,0,Conde Orgaz-Piovera,0,4500,7,703,,1,0,0,1,0,0,North
228,Hortaleza,Dœplex en avenida Isabel de Valois,0,Sanchinarro,0,2150,5,211,3,1,1,0,0,1,0,North
229,Hortaleza,Piso en Conde Orgaz-Piovera,0,Conde Orgaz-Piovera,0,3300,5,234,2,1,0,0,0,0,0,North
230,Hortaleza,Piso en carretera de canillas,0,Canillas,0,850,3,116,2,1,1,0,0,0,0,North
231,Hortaleza,Piso en calle de Luis Moya Blanco,0,Valdebebas - Valdefuentes,0,1000,2,76,1,1,1,0,0,0,0,North
232,Hortaleza,Piso en Sanchinarro,0,Sanchinarro,0,1500,3,150,3,1,1,0,0,0,0,North
233,Hortaleza,Piso en calle Agust’n de Iturbide,0,Pinar del Rey,0,875,1,70,2,1,1,0,0,0,0,North
234,Hortaleza,çÅtico en calle Alejandro Villegas,0,Canillas,0,840,2,100,2,1,0,1,0,0,0,North
235,Hortaleza,çÅtico en calle de Ana de Austria,0,Sanchinarro,0,1100,1,75,6,1,1,1,0,0,0,North
236,Hortaleza,Piso en avenida de Francisco Pi y Margall,0,Sanchinarro,0,950,1,50,1,1,1,0,0,0,0,North
237,Hortaleza,Piso en calle de gomeznarro,0,Canillas,0,700,2,62,2,1,0,0,0,0,0,North
238,Hortaleza,Piso en Palomas,0,Palomas,0,4200,4,267,2,1,1,0,0,0,0,North
239,Hortaleza,Piso en calle de A–astro,0,Ap—stol Santiago,0,1800,4,195,5,1,1,0,0,0,0,North
240,Hortaleza,Casa o chalet independiente en Valdebebas - Valdefuentes,0,Valdebebas - Valdefuentes,0,5500,5,600,,1,0,0,1,0,0,North
241,Hortaleza,Dœplex en c/alcalde henche de la plata,0,Sanchinarro,0,1500,3,105,1,1,1,0,0,1,0,North
242,Hortaleza,Piso en Sanchinarro,0,Sanchinarro,0,1600,4,120,3,1,1,0,0,0,0,North
243,Hortaleza,çÅtico en Sanchinarro,0,Sanchinarro,0,1850,2,150,5,1,1,1,0,0,0,North
